Beacon1,Beacon2,Beacon3,Beacon4,Beacon5,Beacon6,Beacon7,Beacon8,Beacon9,Beacon10,Target
-64.25390373,-78.78854883,-93.98882948,-88.498378,-89.77706848,-78.78854883,-64.25390373,-99.9862353,-99.9862353,-101.9842101,0
-77.3808883,,-86.98952633,-87.46241561,,,-77.3808883,-87.4352058,-87.4352058,,0
-84.98959044,,,-88.789334,-86.10170364,,-84.98959044,-93.98882948,-93.98882948,,0
-86.98952633,-83.98961298,-95.98832037,,-87.98948135,-83.98961298,-86.98952633,-82.53424871,-82.53424871,,0
-83.22529666,-74.64873822,-96.98796321,-96.98796321,,-74.64873822,-83.22529666,,,-99.9862353,0
-98.98694767,-94.9886041,-93.19905821,-100.9853386,-97.44923259,-94.9886041,-98.98694767,-83.85442753,-83.85442753,-89.68322704,0
-79.7963647,-78.45066897,-92.98900852,-85.67193147,-89.01626434,-78.45066897,-79.7963647,-93.98882948,-93.98882948,,0
-91.98915073,-82.98963089,-81.97935898,,,-82.98963089,-91.98915073,,,-95.98832037,0
-81.0082161,-78.35250459,-96.98796321,,-98.98694767,-78.35250459,-81.0082161,-94.9886041,-94.9886041,,0
-87.47458494,-72.45721024,,-94.9886041,,-72.45721024,-87.47458494,,,,0
-72.45067655,-82.98963089,-87.79623268,,,-82.98963089,-72.45067655,,,,0
-76.82039108,-81.86523398,-90.45039207,-82.41253136,-86.81042483,-81.86523398,-76.82039108,-86.28769335,-86.28769335,,0
-89.98935344,-91.98915073,-79.70151732,-95.98832037,-90.98926371,-91.98915073,-89.98935344,-94.9886041,-94.9886041,-94.9886041,0
-86.98952633,-82.23767695,,,-90.98926371,-82.23767695,-86.98952633,-94.9886041,-94.9886041,-92.86477001,0
-83.65870779,,-102.9827897,-96.98796321,-94.9886041,,-83.65870779,,,,0
-79.47470753,,-93.97874869,-91.98915073,-96.98796321,,-79.47470753,,,,0
-79.86126962,,-84.98959044,-92.98900852,-85.92130688,,-79.86126962,-88.98942473,-88.98942473,,0
-84.47270595,-77.82326438,-91.19925908,-91.97898907,,-77.82326438,-84.47270595,-97.98751362,-97.98751362,-96.86400811,0
-76.01646169,-82.53424871,-93.98882948,-92.97888266,,-82.53424871,-76.01646169,,,,0
-80.83291667,-73.70152947,-86.92354571,-97.98751362,-93.86463952,-73.70152947,-80.83291667,-88.18329849,-88.18329849,,0
-77.99527103,-70.45067824,-92.19917016,-92.22506144,-96.44953048,-70.45067824,-77.99527103,-95.98832037,-95.98832037,-102.9827897,0
-83.45062346,-82.98963089,-84.14202611,-84.79631094,,-82.98963089,-83.45062346,-87.98948135,-87.98948135,,0
-80.98965641,-82.45063532,,-75.98968624,,-82.45063532,-80.98965641,-97.98751362,-97.98751362,,0
-79.22532962,,-96.98796321,-92.98900852,,,-79.22532962,-86.4746149,-86.4746149,-102.9827897,0
-80.45065223,,-100.9853386,-90.32616147,-97.98751362,,-80.45065223,-92.79589348,-92.79589348,-94.44995508,0
-84.22528248,-71.19101188,,,,-71.19101188,-84.22528248,,,,0
-83.53423661,,-79.7963647,,-88.97919409,,-83.53423661,,,,0
-65.16521092,-79.45065817,-94.44995508,-88.32619603,-87.81999941,-79.45065817,-65.16521092,,,-101.9842101,0
-81.01643918,-89.98935344,,-84.45691277,-95.98832037,-89.98935344,-81.01643918,-75.23424023,-75.23424023,,0
-88.98942473,,-97.98751362,,,,-88.98942473,-97.98751362,-97.98751362,-103.9810022,0
-74.39515418,-84.53422139,-82.81044991,-97.44971538,-86.78604817,-84.53422139,-74.39515418,-85.68630034,-85.68630034,-91.97898907,0
-90.01621055,-78.19958533,-89.98935344,,,-78.19958533,-90.01621055,-92.98900852,-92.98900852,,0
-81.97935898,-84.22528248,-81.78853575,-88.45049875,-95.98832037,-84.22528248,-81.97935898,-95.98832037,-95.98832037,-96.79514358,0
-89.98935344,-83.98961298,-88.98942473,,,-83.98961298,-89.98935344,-89.98935344,-89.98935344,,0
-80.53426594,-97.98751362,-83.98961298,-86.45056605,,-97.98751362,-80.53426594,,,-99.9862353,0
-76.48198323,-68.32625451,-89.53406134,-95.86426844,-95.98832037,-68.32625451,-76.48198323,-93.65713895,-93.65713895,-94.39468106,0
-79.98758792,,-95.98832037,-94.79560336,-95.98832037,,-79.98758792,-89.22513342,-89.22513342,-98.98694767,0
,-91.98915073,,,,-91.98915073,,-93.53370747,-93.53370747,,0
-69.85895415,,-86.34181259,-102.9827897,-92.98900852,,-69.85895415,-88.98942473,-88.98942473,,0
-72.85895248,-80.20375895,-88.4448164,-101.9842101,-99.9862353,-80.20375895,-72.85895248,-94.9886041,-94.9886041,-96.44953048,0
,-93.98882948,,-92.97888266,,-93.98882948,,-93.22480384,-93.22480384,,0
-88.01630707,-84.21368874,-97.98751362,-95.53336362,-89.20363254,-84.21368874,-88.01630707,-98.98694767,-98.98694767,,0
-88.47454722,,-91.4743647,-90.98926371,-91.98915073,,-88.47454722,-93.98882948,-93.98882948,,0
-76.60979242,-90.98926371,-82.37863188,-93.53370747,-91.98915073,-90.98926371,-76.60979242,,,-99.9862353,0
-69.3808963,,-89.98935344,,,,-69.3808963,,,-93.19905821,0
-91.98915073,,-91.45031723,-92.45022301,-92.86477001,,-91.98915073,-100.9853386,-100.9853386,-94.86447524,0
-79.03981163,-85.98956206,-94.9886041,-89.98935344,-98.98694767,-85.98956206,-79.03981163,-92.98900852,-92.98900852,,0
-81.52690116,-88.98942473,-84.64869262,-90.52672973,-88.35060146,-88.98942473,-81.52690116,-102.9827897,-102.9827897,-97.98751362,0
-74.39515653,-81.86523398,-86.00816872,-88.789334,-91.79599551,-81.86523398,-74.39515653,-94.9886041,-94.9886041,-95.19873986,0
-90.98926371,,-92.86477001,-92.86477001,,,-90.98926371,,,,0
-80.35075145,-76.86526135,-87.53532233,-83.63519277,-95.53336362,-76.86526135,-80.35075145,-88.8328608,-88.8328608,-99.44838557,0
-91.98915073,-83.14203539,-94.9886041,-95.98832037,-95.97836774,-83.14203539,-91.98915073,,,,0
-89.98935344,-73.78855782,-96.22425893,-88.98942473,-93.22480384,-73.78855782,-89.98935344,-95.98832037,-95.98832037,,0
-79.84584868,-78.44037511,-82.28771559,-87.97923646,-89.19938583,-78.44037511,-79.84584868,-87.98953602,-87.98953602,-101.9842101,0
-84.98959044,-93.4501044,-84.98959044,-89.98935344,-90.98926371,-93.4501044,-84.98959044,-90.98926371,-90.98926371,,0
-72.9135343,-89.98935344,-81.95804907,-99.9862353,-94.9886041,-89.98935344,-72.9135343,-88.20366228,-88.20366228,-90.98926371,0
-63.01479086,-78.70152066,-94.9886041,-93.98882948,-91.53392444,-78.70152066,-63.01479086,-98.98763558,-98.98763558,,0
-79.97422979,-69.70153192,-86.86514741,-89.22176473,-97.97776405,-69.70153192,-79.97422979,-93.4501044,-93.4501044,-100.9853386,0
-85.45058972,-84.98959044,-82.98963089,-91.45031723,-88.9451426,-84.98959044,-85.45058972,,,-99.9862353,0
,-79.97937415,-95.98832037,,,-79.97937415,,,,,0
-72.52692274,-78.77729636,-82.64273218,-94.9886041,-89.18119002,-78.77729636,-72.52692274,-84.92988812,-84.92988812,-91.79599551,0
-79.534272,-87.22521387,-91.98915073,-90.22507697,-93.98882948,-87.22521387,-79.534272,,,,0
-87.45053626,-88.98942473,-80.38087884,-85.45058972,,-88.98942473,-87.45053626,-98.98694767,-98.98694767,,0
-71.52692338,,-86.97927011,-98.98694767,-90.53400073,,-71.52692338,-100.9853386,-100.9853386,-94.97858005,0
-90.98926371,,-95.86426844,-94.44995508,-87.98948135,,-90.98926371,-95.01564504,-95.01564504,-98.98694767,0
-90.79607655,,-96.98796321,,-96.98796321,,-90.79607655,-90.98926371,-90.98926371,-95.98832037,0
-78.56171651,,-84.14202611,-86.78938251,-99.98710121,,-78.56171651,-93.22480384,-93.22480384,,0
-91.98915073,,-96.98796321,-89.86502141,-85.71422221,,-91.98915073,-86.57565475,-86.57565475,,0
-89.19938583,-80.45065223,,-91.98915073,-92.98900852,-80.45065223,-89.19938583,-88.76603811,-88.76603811,-101.9842101,0
-87.79623268,-89.81654794,-91.01614283,-94.9886041,-89.19938583,-89.81654794,-87.79623268,-86.5341781,-86.5341781,-98.98694767,0
-79.9580541,-77.67195845,-90.45039207,-81.39252832,-90.17847608,-77.67195845,-79.9580541,-93.01595024,-93.01595024,-100.9853386,0
-77.09033048,,-85.72391139,-96.98796321,-97.98751362,,-77.09033048,,,,0
-81.22531687,-68.78856066,-88.98942473,-93.97874869,-100.9853386,-68.78856066,-81.22531687,-96.98796321,-96.98796321,-100.9853386,0
-86.01636798,-88.98942473,,-88.57558547,,-88.98942473,-86.01636798,-96.98796321,-96.98796321,,0
-86.4746149,,-94.9886041,-90.35049721,,,-86.4746149,,,,0
,,-82.35073493,-87.98948135,,,,-89.01626434,-89.01626434,,0
-72.85579102,-76.94527026,-85.3950988,-91.98915073,-85.4819564,-76.94527026,-72.85579102,-96.98796321,-96.98796321,-90.79607655,0
,-78.2151362,-88.98942473,-82.52358194,-90.47443996,-78.2151362,,-87.45053626,-87.45053626,,0
-86.98952633,-88.98942473,-93.22480384,-88.53410948,,-88.98942473,-86.98952633,-94.9886041,-94.9886041,,0
-87.98948135,-89.98935344,-95.98832037,-88.98942473,,-89.98935344,-87.98948135,-91.98915073,-91.98915073,,0
-76.19959169,,,-95.98832037,-95.98832037,,-76.19959169,-93.98882948,-93.98882948,-101.9842101,0
-77.1508169,-84.98959044,-87.45058455,-81.80278028,-95.53336362,-84.98959044,-77.1508169,-85.14201444,-85.14201444,,0
-90.45039207,,,-96.98796321,,,-90.45039207,-89.98935344,-89.98935344,-98.98694767,0
-74.9167361,-83.98961298,-80.19835106,,-92.38059726,-83.98961298,-74.9167361,-94.9886041,-94.9886041,-101.9842101,0
-81.79887058,,-85.28770095,-86.23967483,,,-81.79887058,-88.14195795,-88.14195795,-99.9862353,0
,,,-94.9886041,,,,-86.88183069,-86.88183069,-100.9853386,0
-83.86521056,,-91.98915073,-96.98796321,-97.98751362,,-83.86521056,-92.98900852,-92.98900852,-95.98832037,0
,-88.98942473,-83.98961298,,,-88.98942473,,-88.22517825,-88.22517825,,0
-88.98942473,-87.98948135,-80.98965641,-86.45056605,,-87.98948135,-88.98942473,-92.98900852,-92.98900852,-93.86463952,0
-73.81671186,-85.98956206,-84.98961782,-92.97888266,,-85.98956206,-73.81671186,-87.38080276,-87.38080276,-89.98935344,0
-81.53330545,-90.98926371,-92.79589348,-81.53425831,-85.56865343,-90.98926371,-81.53330545,,,,0
-82.855686,-74.52692093,-86.20212172,-92.85480645,-93.4501044,-74.52692093,-82.855686,-99.98710122,-99.98710122,,0
-87.45053626,-83.22529666,-88.98942473,-87.53414772,-95.98832037,-83.22529666,-87.45053626,-89.35055531,-89.35055531,-95.19873986,0
-75.79637966,-84.23787823,,,-96.98796321,-84.23787823,-75.79637966,,,-99.9862353,0
-78.70152066,-80.98965641,-76.4710898,-81.49665155,-94.79560336,-80.98965641,-78.70152066,-98.98694767,-98.98694767,-102.9827897,0
-78.14206551,-79.98966538,-88.98942473,-86.08406571,-99.9862353,-79.98966538,-78.14206551,-94.98887805,-94.98887805,,0
-78.09561644,,-90.98926371,-90.38070817,,,-78.09561644,,,,0
-89.98935344,-83.08304801,-103.9810022,-98.98694767,,-83.08304801,-89.98935344,-90.85874413,-90.85874413,,0
-86.98952633,,,-94.9886041,,,-86.98952633,,,,0
-80.98965641,,-96.98796321,-92.98900852,,,-80.98965641,-95.98832037,-95.98832037,-102.9827897,0
-84.45060852,-96.98796321,-80.53426594,,-91.98915073,-96.98796321,-84.45060852,-94.9886041,-94.9886041,-94.9886041,0
-83.98961298,,-90.22507697,-90.864956,,,-83.98961298,-91.98915073,-91.98915073,,0
-72.45067655,,,-98.98694767,-95.98832037,,-72.45067655,,,,0
-78.54754046,-68.71406875,-90.97918243,-95.98832037,-90.10419572,-68.71406875,-78.54754046,-94.44995508,-94.44995508,-99.9862353,0
-78.94526523,-85.98956206,-80.22532397,,-91.98915073,-85.98956206,-78.94526523,-94.9886041,-94.9886041,-96.98796321,0
-79.7963647,,,-88.98942473,,,-79.7963647,-85.98956206,-85.98956206,,0
-88.98942473,-78.98967251,,,,-78.98967251,-88.98942473,,,-94.9886041,0
-88.97919409,-88.98942473,-96.98796321,,-93.86463952,-88.98942473,-88.97919409,-84.53422139,-84.53422139,,0
-89.98935344,,,-92.98900852,-88.98942473,,-89.98935344,,,-96.98796321,0
-72.09033352,-82.32345699,,-99.9862353,,-82.32345699,-72.09033352,-90.98926371,-90.98926371,-100.9853386,0
-78.15081573,-69.79638708,-89.98935344,-91.1908999,-100.9853386,-69.79638708,-78.15081573,-90.44592594,-90.44592594,-97.98751362,0
-81.767481,-75.99275858,-90.53400073,-82.32379028,-100.9853386,-75.99275858,-81.767481,-94.9886041,-94.9886041,-101.9842101,0
-87.98948135,-79.52691027,-89.22513342,-89.97407437,-95.98832037,-79.52691027,-87.98948135,-95.98832037,-95.98832037,-102.9827897,0
-97.98751362,-82.45063532,-96.98796321,,-98.98694767,-82.45063532,-97.98751362,,,,0
-83.98961298,,-88.53410948,-91.86487366,,,-83.98961298,,,,0
-95.86426844,-84.12697997,,,,-84.12697997,-95.86426844,-92.34158954,-92.34158954,,0
-75.5804257,-88.98942473,-77.13869058,-82.91670748,-91.98915073,-88.98942473,-75.5804257,-93.98882948,-93.98882948,,0
-84.79631094,-99.9862353,-85.22526463,,-87.45053626,-99.9862353,-84.79631094,-91.98915073,-91.98915073,,0
-79.52988182,-85.82005762,-88.660525,-90.47817505,-95.98832037,-85.82005762,-79.52988182,-95.98832037,-95.98832037,-95.86426844,0
,-88.53410948,,-89.87544277,-91.98915073,-88.53410948,,-88.53410948,-88.53410948,,0
,-81.01643918,,-98.98694767,,-81.01643918,,-91.35042407,-91.35042407,,0
-74.58042699,-83.22529666,-78.58041945,-82.28771559,-93.53370747,-83.22529666,-74.58042699,-85.57567911,-85.57567911,-93.98882948,0
-80.53426594,-89.98935344,-87.723822,-89.98935344,-94.9886041,-89.98935344,-80.53426594,,,-99.9862353,0
-74.69669714,-87.98948135,-78.10935052,-90.35049721,-94.19891728,-87.98948135,-74.69669714,,,,0
-80.06529417,-80.26355465,-91.86101978,-91.98915073,-97.98751362,-80.26355465,-80.06529417,-94.9886041,-94.9886041,,0
-93.98882948,,-96.53312239,,,,-93.98882948,-88.35060146,-88.35060146,,0
-69.63578703,-80.01644595,-91.86487366,-80.61242178,-90.864956,-80.01644595,-69.63578703,-92.53382839,-92.53382839,-98.98694767,0
-78.81670125,,-79.22532962,,,,-78.81670125,-99.9862353,-99.9862353,-91.19925908,0
-76.01439539,-78.78854883,-84.55337782,-94.86447524,-93.20341391,-78.78854883,-76.01439539,-87.72534018,-87.72534018,-97.8636804,0
-87.98948135,,,,-89.57553687,,-87.98948135,,,-96.98796321,0
-65.41253136,-83.45062346,-85.97929684,-96.98796321,-85.82005762,-83.45062346,-65.41253136,,,,0
-82.58040051,-80.45065223,-87.01634101,,-88.98942473,-80.45065223,-82.58040051,-88.98942473,-88.98942473,,0
-81.1420486,-81.72393753,,-88.98942473,-103.9810022,-81.72393753,-81.1420486,-98.98694767,-98.98694767,-101.9842101,0
-80.98965641,-90.01621055,-92.98900852,-93.98882948,,-90.01621055,-80.98965641,-89.98935344,-89.98935344,-99.9862353,0
-75.642729,,-87.53414772,-89.98935344,-89.98935344,,-75.642729,,,,0
-77.67490986,-76.53493513,-94.9886041,,,-76.53493513,-77.67490986,-89.98935344,-89.98935344,-87.79380821,0
-81.70150784,,-79.86126962,-91.45031723,-90.53400073,,-81.70150784,-94.9886041,-94.9886041,-95.98832037,0
-67.98969786,,-90.98926371,-96.98796321,,,-67.98969786,,,-96.98796321,0
-75.55342114,-87.98948135,-83.4624739,-86.45060441,-92.155903,-87.98948135,-75.55342114,-98.98694767,-98.98694767,-102.9827897,0
-74.45067387,-85.45058972,,,,-85.45058972,-74.45067387,,,,0
-87.45053626,-88.98942473,,-97.98751362,,-88.98942473,-87.45053626,-82.9038492,-82.9038492,-92.79589348,0
-89.53406134,-95.98832037,-94.9886041,-94.9886041,,-95.98832037,-89.53406134,-79.08306927,-79.08306927,,0
-70.58042999,,-91.98915073,,-95.98832037,,-70.58042999,-98.98694767,-98.98694767,,0
-85.35069037,-72.7963846,-94.9886041,-97.98751362,,-72.7963846,-85.35069037,-97.98751362,-97.98751362,,0
-70.86527084,,-87.45053626,,-92.98900852,,-70.86527084,-88.98942473,-88.98942473,,0
-90.98926371,-85.4746387,-93.22480384,-94.97858005,-96.98796321,-85.4746387,-90.98926371,-92.86477001,-92.86477001,,0
-80.97936744,-69.06793817,,-93.86463952,-93.98882948,-69.06793817,-80.97936744,-93.97874869,-93.97874869,,0
-79.74571486,,-84.0164064,-86.79626495,-91.52667895,,-79.74571486,-85.45058972,-85.45058972,,0
-81.39513501,,-78.14205987,-102.9827897,,,-81.39513501,-88.57558547,-88.57558547,,0
-96.98796321,-72.52692274,-96.98796321,,-95.98832037,-72.52692274,-96.98796321,-94.9886041,-94.9886041,,0
-83.45062346,-90.37369007,,-91.53392444,-87.19946581,-90.37369007,-83.45062346,-87.98948135,-87.98948135,-97.98751362,0
-80.98965641,-78.38088584,,-90.78835367,,-78.38088584,-80.98965641,-100.9853386,-100.9853386,,0
-79.15983688,,-82.53424871,-93.98882948,-93.98882948,,-79.15983688,-88.98942473,-88.98942473,,0
-85.14201444,-81.83234379,,-97.98751362,-95.44976711,-81.83234379,-85.14201444,-82.35073493,-82.35073493,-89.53406134,0
-71.39515657,,,,-93.98882948,,-71.39515657,,,-100.9853386,0
-78.88165594,-70.58042999,-90.98926371,,-88.22517825,-70.58042999,-78.88165594,-94.9886041,-94.9886041,-98.98694767,0
-82.44490733,-79.39514385,-82.47191809,-86.97927011,-88.2941903,-79.39514385,-82.44490733,-90.22507697,-90.22507697,,0
-75.32625506,-83.98961298,-92.98900852,-92.53382839,-92.19931426,-83.98961298,-75.32625506,-94.9886041,-94.9886041,-94.22466207,0
-83.53423661,-71.86527001,,,-95.98832037,-71.86527001,-83.53423661,,,,0
-88.45055954,-79.88165247,-86.08301285,-83.15615247,-88.86507336,-79.88165247,-88.45055954,-94.9886041,-94.9886041,,0
-84.70148225,-74.45067387,,-95.98832037,,-74.45067387,-84.70148225,-93.4501044,-93.4501044,-96.98796321,0
-73.80733847,-82.86522361,-77.45238444,-84.45060852,-89.39953383,-82.86522361,-73.80733847,-98.98694767,-98.98694767,-96.86400811,0
-87.19946581,,-85.45058972,-91.98915073,-94.9886041,,-87.19946581,-96.98796321,-96.98796321,,0
-79.98966538,,,-88.79619206,-82.71405317,,-79.98966538,-79.7963647,-79.7963647,-96.98796321,0
-73.19101054,-78.77729636,-82.64273218,-88.79619206,-89.79374707,-78.77729636,-73.19101054,-86.55334883,-86.55334883,-91.79599551,0
-80.86524221,,,,,,-80.86524221,-87.45053626,-87.45053626,,0
-78.73191891,-69.25736992,,-95.98832037,,-69.25736992,-78.73191891,-95.98832037,-95.98832037,,0
-81.56171031,-75.79637966,-96.98796321,-91.98915073,,-75.79637966,-81.56171031,-100.9853386,-100.9853386,,0
-81.98964511,-82.98963089,,-90.98926371,,-82.98963089,-81.98964511,-87.98948135,-87.98948135,,0
-80.74184158,-91.98915073,-85.98956206,-94.86447524,-95.98832037,-91.98915073,-80.74184158,-84.74567943,-84.74567943,-99.9862353,0
-85.88185683,,-102.9827897,,,,-85.88185683,-85.4746387,-85.4746387,,0
-85.99269645,-77.17864801,,-93.4501044,,-77.17864801,-85.99269645,,,,0
-81.03783409,,-81.992738,-82.70150118,-94.97858005,,-81.03783409,-89.01626434,-89.01626434,-94.97858005,0
-84.82007809,,,-90.98926371,-85.94521056,,-84.82007809,-79.06792556,-79.06792556,,0
-83.57571383,-73.98969134,-95.98832037,,,-73.98969134,-83.57571383,-102.9827897,-102.9827897,,0
-79.17864271,,-76.98968267,-89.19938583,-88.45049875,,-79.17864271,-95.98832037,-95.98832037,-97.98751362,0
-71.1773984,-77.85879755,-82.20215785,-95.98832037,-97.98751362,-77.85879755,-71.1773984,-88.1994304,-88.1994304,-94.9886041,0
,-79.98966538,-94.44995508,-102.9827897,,-79.98966538,,,,-99.9862353,0
-82.86522361,,-79.20376269,-96.98796321,,,-82.86522361,,,-95.98832037,0
-83.00139049,-82.53424871,-89.53406134,-89.98944004,-89.81654794,-82.53424871,-83.00139049,-90.90254456,-90.90254456,-100.9853386,0
-85.06788378,,-79.45065817,-91.86487366,-99.9862353,,-85.06788378,-88.98942473,-88.98942473,,0
-65.17059545,,,,-105.975923,,-65.17059545,,,-98.98694767,0
-78.86127308,-78.38088584,-84.78941312,-94.86447524,-93.20341391,-78.38088584,-78.86127308,-87.49840329,-87.49840329,-99.9862353,0
-68.18671559,,-95.98832037,,,,-68.18671559,-90.79607655,-90.79607655,,0
-76.94894313,-79.97937415,-93.98882948,-83.85495296,-75.9038899,-79.97937415,-76.94894313,-88.20366228,-88.20366228,,0
-77.18671613,-83.57571383,-84.53422139,-96.98796321,-88.76603811,-83.57571383,-77.18671613,-92.22491646,-92.22491646,,0
-64.69848271,-78.97937949,-87.60000463,-87.47458494,-86.46243553,-78.97937949,-64.69848271,-98.98694767,-98.98694767,-96.98796321,0
-87.35063812,-75.45067199,,,,-75.45067199,-87.35063812,,,,0
-84.85441114,-83.45062346,-94.53355525,-83.52688672,-89.49834617,-83.45062346,-84.85441114,-89.15970803,-89.15970803,-96.98796321,0
-76.00823108,-84.22528248,-82.79635649,-86.10932068,-84.34254756,-84.22528248,-76.00823108,-87.65759189,-87.65759189,,0
-77.17661028,-82.98963089,-82.95489442,-92.98900852,-98.98694767,-82.98963089,-77.17661028,-92.98900852,-92.98900852,,0
-89.45045152,,-93.98882948,-95.98832037,-95.2244836,,-89.45045152,-100.9853386,-100.9853386,-96.98796321,0
-72.96909841,-82.19955931,-79.44492255,-82.32624026,-94.9886041,-82.19955931,-72.96909841,,,,0
-84.97931808,-93.98882948,-92.98900852,-89.98935344,,-93.98882948,-84.97931808,-88.98942473,-88.98942473,,0
-82.85444054,-76.24315967,-91.98915073,-90.98926371,-93.4501044,-76.24315967,-82.85444054,,,,0
-71.1766148,-83.98961298,-81.47469403,-84.79631094,,-83.98961298,-71.1766148,-93.98882948,-93.98882948,,0
-78.97937949,-81.39513501,,-91.98915073,,-81.39513501,-78.97937949,,,,0
,-83.45062346,-94.9886041,-89.22513342,,-83.45062346,,,,,0
-96.98796321,-77.98967817,,-90.98926371,,-77.98967817,-96.98796321,-93.53370747,-93.53370747,,0
-71.86128378,-97.98751362,-91.98915073,-92.97390251,-90.95471229,-97.98751362,-71.86128378,-97.98751362,-97.98751362,-99.9862353,0
